test_match_cond,speaker_identity,trial_sequence_total,list_number,phase,condition,Answer.time_in_minutes,wrong_attempts,block_sequence,workerid,item_number,island_tested,response,Answer.condition,comp_question_exist,first_response_value,comp_answer
,,,,,,,,,,,,,,,,
mismatch,Gregory,10,1,exposure,CNPC,17.43661667,,4,136,25,CNPC,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Thomas,11,1,exposure,FILL,17.43661667,,4,136,109,CNPC,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,12,1,exposure,UNGRAM,17.43661667,,4,136,124,CNPC,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,13,1,exposure,UNGRAM,17.43661667,,5,136,120,CNPC,0,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Thomas,14,1,exposure,FILL,17.43661667,,5,136,105,CNPC,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,15,1,exposure,CNPC,17.43661667,,5,136,13,CNPC,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,16,1,exposure,CNPC,17.43661667,,6,136,10,CNPC,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,17,1,exposure,UNGRAM,17.43661667,,6,136,119,CNPC,0.17,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
mismatch,Thomas,18,1,exposure,FILL,17.43661667,,6,136,104,CNPC,1,undefined,1,,Thomas
,,,,,,,,,,,,,,,,
mismatch,Gregory,19,1,exposure,CNPC,17.43661667,,7,136,37,CNPC,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,20,1,exposure,UNGRAM,17.43661667,,7,136,128,CNPC,0.02,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Thomas,21,1,exposure,FILL,17.43661667,,7,136,113,CNPC,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,22,1,exposure,UNGRAM,17.43661667,,8,136,117,CNPC,0.08,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Thomas,23,1,exposure,FILL,17.43661667,,8,136,102,CNPC,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,24,1,exposure,CNPC,17.43661667,,8,136,4,CNPC,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,25,1,exposure,CNPC,17.43661667,,9,136,22,CNPC,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Thomas,26,1,exposure,FILL,17.43661667,,9,136,108,CNPC,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,27,1,exposure,UNGRAM,17.43661667,,9,136,123,CNPC,1,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,28,1,exposure,UNGRAM,17.43661667,,10,136,116,CNPC,0.19,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
mismatch,Thomas,29,1,exposure,FILL,17.43661667,,10,136,101,CNPC,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,30,1,exposure,CNPC,17.43661667,,10,136,1,CNPC,0.93,undefined,1,,Gregory
,,,,,,,,,,,,,,,,
mismatch,Thomas,31,1,exposure,FILL,17.43661667,,11,136,107,CNPC,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,32,1,exposure,UNGRAM,17.43661667,,11,136,122,CNPC,0.07,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
mismatch,Gregory,33,1,exposure,CNPC,17.43661667,,11,136,19,CNPC,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Thomas,34,1,exposure,FILL,17.43661667,,12,136,103,CNPC,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,35,1,exposure,CNPC,17.43661667,,12,136,7,CNPC,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,36,1,exposure,UNGRAM,17.43661667,,12,136,118,CNPC,0,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Thomas,37,1,exposure,FILL,17.43661667,,13,136,112,CNPC,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,38,1,exposure,UNGRAM,17.43661667,,13,136,127,CNPC,0.06,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,39,1,exposure,CNPC,17.43661667,,13,136,34,CNPC,1,undefined,1,,Gregory
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,40,1,exposure,UNGRAM,17.43661667,,14,136,129,CNPC,0.03,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
mismatch,Gregory,41,1,exposure,CNPC,17.43661667,,14,136,40,CNPC,1,undefined,1,,Gregory
,,,,,,,,,,,,,,,,
mismatch,Thomas,42,1,exposure,FILL,17.43661667,,14,136,114,CNPC,1,undefined,1,,Thomas
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,43,1,exposure,UNGRAM,17.43661667,,15,136,121,CNPC,0.07,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,44,1,exposure,CNPC,17.43661667,,15,136,16,CNPC,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Thomas,45,1,exposure,FILL,17.43661667,,15,136,106,CNPC,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,46,2,test,FILL,17.43661667,,101,136,136,CNPC,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,47,2,test,UNGRAM,17.43661667,,101,136,145,CNPC,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Thomas,48,2,test,CNPC,17.43661667,,101,136,17,CNPC,0.35,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,49,2,test,FILL,17.43661667,,102,136,131,CNPC,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,50,2,test,UNGRAM,17.43661667,,102,136,140,CNPC,1,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
mismatch,Thomas,51,2,test,CNPC,17.43661667,,102,136,2,CNPC,0.68,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,52,2,test,FILL,17.43661667,,103,136,132,CNPC,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,53,2,test,UNGRAM,17.43661667,,103,136,141,CNPC,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Thomas,54,2,test,CNPC,17.43661667,,103,136,5,CNPC,0.89,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Thomas,55,2,test,CNPC,17.43661667,,104,136,8,CNPC,0.58,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,56,2,test,UNGRAM,17.43661667,,104,136,142,CNPC,0.41,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,57,2,test,FILL,17.43661667,,104,136,133,CNPC,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,58,2,test,FILL,17.43661667,,105,136,135,CNPC,1,undefined,1,,Gregory
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,59,2,test,UNGRAM,17.43661667,,105,136,144,CNPC,0.46,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
mismatch,Thomas,60,2,test,CNPC,17.43661667,,105,136,14,CNPC,0.99,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,61,2,test,UNGRAM,17.43661667,,106,136,143,CNPC,0.08,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
mismatch,Gregory,62,2,test,FILL,17.43661667,,106,136,134,CNPC,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Thomas,63,2,test,CNPC,17.43661667,,106,136,11,CNPC,1,undefined,0,,/
,,,,,,,,,,,,,,,,
,,0,practice,,practice_good,16.58785,0,practice,137,practice_good,,0.97,undefined,,,
,,,,,,,,,,,,,,,,
,,0,practice,,practice_bad,16.58785,0,practice,137,practice_bad,,0.02,undefined,,,
,,,,,,,,,,,,,,,,
mismatch,Emily,1,1,exposure,SUBJ,16.58785,,1,137,14,SUBJ,0.24,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,2,1,exposure,UNGRAM,16.58785,,1,137,120,SUBJ,0.03,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,3,1,exposure,FILL,16.58785,,1,137,105,SUBJ,0.97,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,4,1,exposure,FILL,16.58785,,2,137,106,SUBJ,0.97,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,5,1,exposure,UNGRAM,16.58785,,2,137,121,SUBJ,0,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Emily,6,1,exposure,SUBJ,16.58785,,2,137,17,SUBJ,0.03,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,7,1,exposure,UNGRAM,16.58785,,3,137,128,SUBJ,0.01,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
mismatch,Gregory,8,1,exposure,FILL,16.58785,,3,137,113,SUBJ,0.56,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Emily,9,1,exposure,SUBJ,16.58785,,3,137,38,SUBJ,0.27,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,10,1,exposure,UNGRAM,16.58785,,4,137,119,SUBJ,0.02,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Emily,11,1,exposure,SUBJ,16.58785,,4,137,11,SUBJ,0.08,undefined,1,,Emily
,,,,,,,,,,,,,,,,
mismatch,Gregory,12,1,exposure,FILL,16.58785,,4,137,104,SUBJ,0.94,undefined,1,,Gregory
,,,,,,,,,,,,,,,,
mismatch,Gregory,13,1,exposure,FILL,16.58785,,5,137,108,SUBJ,0.99,undefined,1,,Gregory
,,,,,,,,,,,,,,,,
mismatch,Emily,14,1,exposure,SUBJ,16.58785,,5,137,23,SUBJ,0.06,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,15,1,exposure,UNGRAM,16.58785,,5,137,123,SUBJ,0,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
mismatch,Emily,16,1,exposure,SUBJ,16.58785,,6,137,5,SUBJ,0.01,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,17,1,exposure,FILL,16.58785,,6,137,102,SUBJ,0.98,undefined,1,,Gregory
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,18,1,exposure,UNGRAM,16.58785,,6,137,117,SUBJ,0.02,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
mismatch,Emily,19,1,exposure,SUBJ,16.58785,,7,137,44,SUBJ,0,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,20,1,exposure,UNGRAM,16.58785,,7,137,130,SUBJ,0.02,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,21,1,exposure,FILL,16.58785,,7,137,115,SUBJ,0.97,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,22,1,exposure,UNGRAM,16.58785,,8,137,124,SUBJ,0.02,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Emily,23,1,exposure,SUBJ,16.58785,,8,137,26,SUBJ,0.01,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,24,1,exposure,FILL,16.58785,,8,137,109,SUBJ,0.98,undefined,1,,Gregory
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,25,1,exposure,UNGRAM,16.58785,,9,137,116,SUBJ,0.01,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
mismatch,Emily,26,1,exposure,SUBJ,16.58785,,9,137,2,SUBJ,0.02,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,27,1,exposure,FILL,16.58785,,9,137,101,SUBJ,0.99,undefined,1,,Gregory
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,28,1,exposure,UNGRAM,16.58785,,10,137,118,SUBJ,0.02,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
mismatch,Gregory,29,1,exposure,FILL,16.58785,,10,137,103,SUBJ,0.99,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Emily,30,1,exposure,SUBJ,16.58785,,10,137,8,SUBJ,0.64,undefined,1,,Emily
,,,,,,,,,,,,,,,,
mismatch,Gregory,31,1,exposure,FILL,16.58785,,11,137,114,SUBJ,0.98,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,32,1,exposure,UNGRAM,16.58785,,11,137,129,SUBJ,0.01,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Emily,33,1,exposure,SUBJ,16.58785,,11,137,41,SUBJ,0.14,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,34,1,exposure,UNGRAM,16.58785,,12,137,122,SUBJ,0.01,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,35,1,exposure,FILL,16.58785,,12,137,107,SUBJ,0.98,undefined,1,,Gregory
,,,,,,,,,,,,,,,,
mismatch,Emily,36,1,exposure,SUBJ,16.58785,,12,137,20,SUBJ,0.48,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Emily,37,1,exposure,SUBJ,16.58785,,13,137,32,SUBJ,0.24,undefined,1,,Emily
,,,,,,,,,,,,,,,,
mismatch,Gregory,38,1,exposure,FILL,16.58785,,13,137,111,SUBJ,0.98,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,39,1,exposure,UNGRAM,16.58785,,13,137,126,SUBJ,0.02,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,40,1,exposure,UNGRAM,16.58785,,14,137,127,SUBJ,0.02,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,41,1,exposure,FILL,16.58785,,14,137,112,SUBJ,0.42,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Emily,42,1,exposure,SUBJ,16.58785,,14,137,35,SUBJ,0.52,undefined,1,,Emily
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,43,1,exposure,UNGRAM,16.58785,,15,137,125,SUBJ,0.03,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Emily,44,1,exposure,SUBJ,16.58785,,15,137,29,SUBJ,0.83,undefined,1,,Emily
,,,,,,,,,,,,,,,,
mismatch,Gregory,45,1,exposure,FILL,16.58785,,15,137,110,SUBJ,0.98,undefined,1,,Gregory
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,46,2,test,UNGRAM,16.58785,,101,137,140,SUBJ,0,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Emily,47,2,test,FILL,16.58785,,101,137,131,SUBJ,0.98,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,48,2,test,SUBJ,16.58785,,101,137,3,SUBJ,0.63,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,49,2,test,SUBJ,16.58785,,102,137,9,SUBJ,0.9,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Emily,50,2,test,FILL,16.58785,,102,137,133,SUBJ,0.98,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,51,2,test,UNGRAM,16.58785,,102,137,142,SUBJ,0.01,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Emily,52,2,test,FILL,16.58785,,103,137,134,SUBJ,0.98,undefined,1,,Emily
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,53,2,test,UNGRAM,16.58785,,103,137,143,SUBJ,0.02,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
mismatch,Gregory,54,2,test,SUBJ,16.58785,,103,137,12,SUBJ,0.97,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,55,2,test,UNGRAM,16.58785,,104,137,145,SUBJ,0.02,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Emily,56,2,test,FILL,16.58785,,104,137,136,SUBJ,0.99,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,57,2,test,SUBJ,16.58785,,104,137,18,SUBJ,0.69,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,58,2,test,UNGRAM,16.58785,,105,137,144,SUBJ,0.02,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
mismatch,Gregory,59,2,test,SUBJ,16.58785,,105,137,15,SUBJ,0.5,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Emily,60,2,test,FILL,16.58785,,105,137,135,SUBJ,0.99,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,61,2,test,UNGRAM,16.58785,,106,137,141,SUBJ,0,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
mismatch,Gregory,62,2,test,SUBJ,16.58785,,106,137,6,SUBJ,0.32,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Emily,63,2,test,FILL,16.58785,,106,137,132,SUBJ,0.99,undefined,0,,/
,,,,,,,,,,,,,,,,
,,0,practice,,practice_good,11.69736667,0,practice,138,practice_good,,0.83,undefined,,,
,,,,,,,,,,,,,,,,
,,0,practice,,practice_bad,11.69736667,0,practice,138,practice_bad,,0,undefined,,,
,,,,,,,,,,,,,,,,
match,Iron-Head,1,1,exposure,UNGRAM,11.69736667,,1,138,117,WH,0,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,2,1,exposure,FILL,11.69736667,,1,138,102,WH,0.64,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,3,1,exposure,WH,11.69736667,,1,138,6,WH,0.38,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,4,1,exposure,FILL,11.69736667,,2,138,111,WH,0.66,undefined,1,,Emily
,,,,,,,,,,,,,,,,
match,Iron-Head,5,1,exposure,UNGRAM,11.69736667,,2,138,126,WH,0,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,6,1,exposure,WH,11.69736667,,2,138,33,WH,0.49,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,7,1,exposure,FILL,11.69736667,,3,138,103,WH,0.77,undefined,1,,Emily
,,,,,,,,,,,,,,,,
match,Iron-Head,8,1,exposure,UNGRAM,11.69736667,,3,138,118,WH,0,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,9,1,exposure,WH,11.69736667,,3,138,9,WH,0.38,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,10,1,exposure,WH,11.69736667,,4,138,18,WH,0.33,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,11,1,exposure,UNGRAM,11.69736667,,4,138,121,WH,0,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,12,1,exposure,FILL,11.69736667,,4,138,106,WH,0.94,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,13,1,exposure,UNGRAM,11.69736667,,5,138,116,WH,0,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,14,1,exposure,FILL,11.69736667,,5,138,101,WH,1,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,15,1,exposure,WH,11.69736667,,5,138,3,WH,0.58,undefined,1,,Jessy
,,,,,,,,,,,,,,,,
match,Emily,16,1,exposure,FILL,11.69736667,,6,138,104,WH,0.93,undefined,1,,Emily
,,,,,,,,,,,,,,,,
match,Jessy,17,1,exposure,WH,11.69736667,,6,138,12,WH,0.48,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,18,1,exposure,UNGRAM,11.69736667,,6,138,119,WH,0,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,19,1,exposure,FILL,11.69736667,,7,138,107,WH,0.91,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,20,1,exposure,UNGRAM,11.69736667,,7,138,122,WH,0,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,21,1,exposure,WH,11.69736667,,7,138,21,WH,0.56,undefined,1,,Jessy
,,,,,,,,,,,,,,,,
match,Iron-Head,22,1,exposure,UNGRAM,11.69736667,,8,138,120,WH,0,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,23,1,exposure,FILL,11.69736667,,8,138,105,WH,0.89,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,24,1,exposure,WH,11.69736667,,8,138,15,WH,0.65,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,25,1,exposure,WH,11.69736667,,9,138,24,WH,0.57,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,26,1,exposure,UNGRAM,11.69736667,,9,138,123,WH,0,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,27,1,exposure,FILL,11.69736667,,9,138,108,WH,1,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,28,1,exposure,UNGRAM,11.69736667,,10,138,128,WH,0,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
match,Emily,29,1,exposure,FILL,11.69736667,,10,138,113,WH,1,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,30,1,exposure,WH,11.69736667,,10,138,39,WH,0.66,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,31,1,exposure,FILL,11.69736667,,11,138,114,WH,0.8,undefined,1,,Emily
,,,,,,,,,,,,,,,,
match,Iron-Head,32,1,exposure,UNGRAM,11.69736667,,11,138,129,WH,0,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,33,1,exposure,WH,11.69736667,,11,138,42,WH,0.65,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,34,1,exposure,UNGRAM,11.69736667,,12,138,130,WH,0,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,35,1,exposure,WH,11.69736667,,12,138,45,WH,0.63,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,36,1,exposure,FILL,11.69736667,,12,138,115,WH,0.83,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,37,1,exposure,WH,11.69736667,,13,138,36,WH,0.61,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,38,1,exposure,FILL,11.69736667,,13,138,112,WH,1,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,39,1,exposure,UNGRAM,11.69736667,,13,138,127,WH,0,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,40,1,exposure,FILL,11.69736667,,14,138,110,WH,0.9,undefined,1,,Emily
,,,,,,,,,,,,,,,,
match,Iron-Head,41,1,exposure,UNGRAM,11.69736667,,14,138,125,WH,0,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
match,Jessy,42,1,exposure,WH,11.69736667,,14,138,30,WH,0.61,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,43,1,exposure,UNGRAM,11.69736667,,15,138,124,WH,0,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
match,Jessy,44,1,exposure,WH,11.69736667,,15,138,27,WH,0.74,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,45,1,exposure,FILL,11.69736667,,15,138,109,WH,0.94,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,46,2,test,UNGRAM,11.69736667,,101,138,143,WH,0,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,47,2,test,FILL,11.69736667,,101,138,134,WH,0.86,undefined,1,,Emily
,,,,,,,,,,,,,,,,
match,Jessy,48,2,test,WH,11.69736667,,101,138,10,WH,0.6,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,49,2,test,WH,11.69736667,,102,138,1,WH,0.64,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,50,2,test,FILL,11.69736667,,102,138,131,WH,0.93,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,51,2,test,UNGRAM,11.69736667,,102,138,140,WH,0,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
match,Iron-Head,52,2,test,UNGRAM,11.69736667,,103,138,142,WH,0,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
match,Emily,53,2,test,FILL,11.69736667,,103,138,133,WH,0.9,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,54,2,test,WH,11.69736667,,103,138,7,WH,0.68,undefined,1,,Jessy
,,,,,,,,,,,,,,,,
match,Jessy,55,2,test,WH,11.69736667,,104,138,16,WH,0.61,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,56,2,test,FILL,11.69736667,,104,138,136,WH,0.71,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,57,2,test,UNGRAM,11.69736667,,104,138,145,WH,0,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
match,Iron-Head,58,2,test,UNGRAM,11.69736667,,105,138,141,WH,0,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,59,2,test,FILL,11.69736667,,105,138,132,WH,0.97,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,60,2,test,WH,11.69736667,,105,138,4,WH,0.66,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,61,2,test,FILL,11.69736667,,106,138,135,WH,0.99,undefined,1,,Emily
,,,,,,,,,,,,,,,,
match,Jessy,62,2,test,WH,11.69736667,,106,138,13,WH,0.72,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,63,2,test,UNGRAM,11.69736667,,106,138,144,WH,0,undefined,0,,/
,,,,,,,,,,,,,,,,
,,0,practice,,practice_good,8.086516667,0,practice,139,practice_good,,1,undefined,,,
,,,,,,,,,,,,,,,,
,,0,practice,,practice_bad,8.086516667,0,practice,139,practice_bad,,0,undefined,,,
,,,,,,,,,,,,,,,,
match,Emily,1,1,exposure,WH,8.086516667,,1,139,24,WH,0.67,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,2,1,exposure,UNGRAM,8.086516667,,1,139,123,WH,0,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Thomas,3,1,exposure,FILL,8.086516667,,1,139,108,WH,1,undefined,1,,Thomas
,,,,,,,,,,,,,,,,
match,Iron-Head,4,1,exposure,UNGRAM,8.086516667,,2,139,130,WH,0,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
match,Thomas,5,1,exposure,FILL,8.086516667,,2,139,115,WH,1,undefined,1,,Thomas
,,,,,,,,,,,,,,,,
match,Emily,6,1,exposure,WH,8.086516667,,2,139,45,WH,0.61,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,7,1,exposure,WH,8.086516667,,3,139,15,WH,0.95,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Thomas,8,1,exposure,FILL,8.086516667,,3,139,105,WH,0.92,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,9,1,exposure,UNGRAM,8.086516667,,3,139,120,WH,0,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
match,Emily,10,1,exposure,WH,8.086516667,,4,139,33,WH,0.7,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Thomas,11,1,exposure,FILL,8.086516667,,4,139,111,WH,0.99,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,12,1,exposure,UNGRAM,8.086516667,,4,139,126,WH,0,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Emily,13,1,exposure,WH,8.086516667,,5,139,9,WH,0.11,undefined,1,,Emily
,,,,,,,,,,,,,,,,
match,Iron-Head,14,1,exposure,UNGRAM,8.086516667,,5,139,118,WH,0,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Thomas,15,1,exposure,FILL,8.086516667,,5,139,103,WH,1,undefined,0,,/
,,,,,,,,,,,,,,,,
