test_match_cond,speaker_identity,trial_sequence_total,list_number,phase,condition,Answer.time_in_minutes,wrong_attempts,block_sequence,workerid,item_number,island_tested,response,Answer.condition,comp_question_exist,first_response_value,comp_answer
mismatch,Emily,1,1,exposure,WH,11.28198333,,1,93,30,WH,0.65,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,2,1,exposure,UNGRAM,11.28198333,,1,93,125,WH,0,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Thomas,3,1,exposure,FILL,11.28198333,,1,93,110,WH,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Emily,4,1,exposure,WH,11.28198333,,2,93,33,WH,0.48,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,5,1,exposure,UNGRAM,11.28198333,,2,93,126,WH,0,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Thomas,6,1,exposure,FILL,11.28198333,,2,93,111,WH,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,7,1,exposure,UNGRAM,11.28198333,,3,93,120,WH,0,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Thomas,8,1,exposure,FILL,11.28198333,,3,93,105,WH,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Emily,9,1,exposure,WH,11.28198333,,3,93,15,WH,0.54,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,10,1,exposure,UNGRAM,11.28198333,,4,93,128,WH,0,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Thomas,11,1,exposure,FILL,11.28198333,,4,93,113,WH,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Emily,12,1,exposure,WH,11.28198333,,4,93,39,WH,0.59,undefined,1,,Emily
,,,,,,,,,,,,,,,,
mismatch,Emily,13,1,exposure,WH,11.28198333,,5,93,45,WH,0.77,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,14,1,exposure,UNGRAM,11.28198333,,5,93,130,WH,0,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Thomas,15,1,exposure,FILL,11.28198333,,5,93,115,WH,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Thomas,16,1,exposure,FILL,11.28198333,,6,93,114,WH,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Emily,17,1,exposure,WH,11.28198333,,6,93,42,WH,0.68,undefined,1,,Emily
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,18,1,exposure,UNGRAM,11.28198333,,6,93,129,WH,0,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
mismatch,Thomas,19,1,exposure,FILL,11.28198333,,7,93,104,WH,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Emily,20,1,exposure,WH,11.28198333,,7,93,12,WH,0.48,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,21,1,exposure,UNGRAM,11.28198333,,7,93,119,WH,0,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Emily,22,1,exposure,WH,11.28198333,,8,93,18,WH,0.53,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Thomas,23,1,exposure,FILL,11.28198333,,8,93,106,WH,1,undefined,1,,Thomas
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,24,1,exposure,UNGRAM,11.28198333,,8,93,121,WH,0,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Emily,25,1,exposure,WH,11.28198333,,9,93,9,WH,0.64,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Thomas,26,1,exposure,FILL,11.28198333,,9,93,103,WH,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,27,1,exposure,UNGRAM,11.28198333,,9,93,118,WH,0,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,28,1,exposure,UNGRAM,11.28198333,,10,93,124,WH,0,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Emily,29,1,exposure,WH,11.28198333,,10,93,27,WH,0.44,undefined,1,,Emily
,,,,,,,,,,,,,,,,
mismatch,Thomas,30,1,exposure,FILL,11.28198333,,10,93,109,WH,1,undefined,1,,Thomas
,,,,,,,,,,,,,,,,
mismatch,Thomas,31,1,exposure,FILL,11.28198333,,11,93,107,WH,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Emily,32,1,exposure,WH,11.28198333,,11,93,21,WH,0.54,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,33,1,exposure,UNGRAM,11.28198333,,11,93,122,WH,0,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,34,1,exposure,UNGRAM,11.28198333,,12,93,117,WH,0,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Thomas,35,1,exposure,FILL,11.28198333,,12,93,102,WH,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Emily,36,1,exposure,WH,11.28198333,,12,93,6,WH,0.68,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Thomas,37,1,exposure,FILL,11.28198333,,13,93,108,WH,1,undefined,1,,Thomas
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,38,1,exposure,UNGRAM,11.28198333,,13,93,123,WH,0,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Emily,39,1,exposure,WH,11.28198333,,13,93,24,WH,0.7,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Emily,40,1,exposure,WH,11.28198333,,14,93,36,WH,0.48,undefined,1,,Emily
,,,,,,,,,,,,,,,,
mismatch,Thomas,41,1,exposure,FILL,11.28198333,,14,93,112,WH,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,42,1,exposure,UNGRAM,11.28198333,,14,93,127,WH,0,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,43,1,exposure,UNGRAM,11.28198333,,15,93,116,WH,0,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Thomas,44,1,exposure,FILL,11.28198333,,15,93,101,WH,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Emily,45,1,exposure,WH,11.28198333,,15,93,3,WH,0.63,undefined,1,,Emily
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,46,2,test,UNGRAM,11.28198333,,101,93,143,WH,0,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Thomas,47,2,test,WH,11.28198333,,101,93,10,WH,0.58,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Emily,48,2,test,FILL,11.28198333,,101,93,134,WH,0.89,undefined,1,,Emily
,,,,,,,,,,,,,,,,
mismatch,Thomas,49,2,test,WH,11.28198333,,102,93,7,WH,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,50,2,test,UNGRAM,11.28198333,,102,93,142,WH,0,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Emily,51,2,test,FILL,11.28198333,,102,93,133,WH,1,undefined,1,,Emily
,,,,,,,,,,,,,,,,
mismatch,Emily,52,2,test,FILL,11.28198333,,103,93,131,WH,1,undefined,1,,Emily
,,,,,,,,,,,,,,,,
mismatch,Thomas,53,2,test,WH,11.28198333,,103,93,1,WH,0.61,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,54,2,test,UNGRAM,11.28198333,,103,93,140,WH,0,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Thomas,55,2,test,WH,11.28198333,,104,93,16,WH,0.66,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Emily,56,2,test,FILL,11.28198333,,104,93,136,WH,1,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,57,2,test,UNGRAM,11.28198333,,104,93,145,WH,0,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
mismatch,Thomas,58,2,test,WH,11.28198333,,105,93,13,WH,0.4,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,59,2,test,UNGRAM,11.28198333,,105,93,144,WH,0,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Emily,60,2,test,FILL,11.28198333,,105,93,135,WH,1,undefined,1,,Emily
,,,,,,,,,,,,,,,,
mismatch,Emily,61,2,test,FILL,11.28198333,,106,93,132,WH,1,undefined,1,,Emily
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,62,2,test,UNGRAM,11.28198333,,106,93,141,WH,0,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Thomas,63,2,test,WH,11.28198333,,106,93,4,WH,1,undefined,0,,/
,,,,,,,,,,,,,,,,
,,0,practice,,practice_good,6.714933333,0,practice,94,practice_good,,0.57,undefined,,,
,,,,,,,,,,,,,,,,
,,0,practice,,practice_bad,6.714933333,2,practice,94,practice_bad,,0.49,undefined,,0.66,
,,,,,,,,,,,,,,,,
match,Jessy,1,1,exposure,FILL,6.714933333,,1,94,115,WH,0.37,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,2,1,exposure,WH,6.714933333,,1,94,45,WH,0.52,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,3,1,exposure,UNGRAM,6.714933333,,1,94,130,WH,0.6,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,4,1,exposure,UNGRAM,6.714933333,,2,94,122,WH,0.53,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,5,1,exposure,WH,6.714933333,,2,94,21,WH,0.39,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,6,1,exposure,FILL,6.714933333,,2,94,107,WH,0.57,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,7,1,exposure,UNGRAM,6.714933333,,3,94,123,WH,0.69,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,8,1,exposure,WH,6.714933333,,3,94,24,WH,0.42,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,9,1,exposure,FILL,6.714933333,,3,94,108,WH,0.63,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,10,1,exposure,UNGRAM,6.714933333,,4,94,124,WH,0.49,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,11,1,exposure,WH,6.714933333,,4,94,27,WH,0.59,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,12,1,exposure,FILL,6.714933333,,4,94,109,WH,0.5,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,13,1,exposure,UNGRAM,6.714933333,,5,94,117,WH,0.67,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,14,1,exposure,FILL,6.714933333,,5,94,102,WH,0.59,undefined,1,,Forgot
,,,,,,,,,,,,,,,,
match,Gregory,15,1,exposure,WH,6.714933333,,5,94,6,WH,0.6,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,16,1,exposure,UNGRAM,6.714933333,,6,94,121,WH,0.62,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,17,1,exposure,WH,6.714933333,,6,94,18,WH,0.55,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,18,1,exposure,FILL,6.714933333,,6,94,106,WH,0.68,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,19,1,exposure,UNGRAM,6.714933333,,7,94,128,WH,0.64,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
match,Jessy,20,1,exposure,FILL,6.714933333,,7,94,113,WH,0.61,undefined,1,,Jessy
,,,,,,,,,,,,,,,,
match,Gregory,21,1,exposure,WH,6.714933333,,7,94,39,WH,0.69,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,22,1,exposure,UNGRAM,6.714933333,,8,94,127,WH,0.65,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,23,1,exposure,FILL,6.714933333,,8,94,112,WH,0.66,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,24,1,exposure,WH,6.714933333,,8,94,36,WH,0.68,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,25,1,exposure,UNGRAM,6.714933333,,9,94,118,WH,0.68,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
match,Gregory,26,1,exposure,WH,6.714933333,,9,94,9,WH,0.73,undefined,1,,Gregory
,,,,,,,,,,,,,,,,
match,Jessy,27,1,exposure,FILL,6.714933333,,9,94,103,WH,0.81,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,28,1,exposure,FILL,6.714933333,,10,94,104,WH,0.74,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,29,1,exposure,UNGRAM,6.714933333,,10,94,119,WH,0.75,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,30,1,exposure,WH,6.714933333,,10,94,12,WH,0.73,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,31,1,exposure,WH,6.714933333,,11,94,15,WH,0.78,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,32,1,exposure,UNGRAM,6.714933333,,11,94,120,WH,0.71,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,33,1,exposure,FILL,6.714933333,,11,94,105,WH,0.71,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,34,1,exposure,UNGRAM,6.714933333,,12,94,125,WH,0.72,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,35,1,exposure,FILL,6.714933333,,12,94,110,WH,0.75,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
match,Gregory,36,1,exposure,WH,6.714933333,,12,94,30,WH,0.6,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,37,1,exposure,WH,6.714933333,,13,94,42,WH,0.73,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,38,1,exposure,UNGRAM,6.714933333,,13,94,129,WH,0.73,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,39,1,exposure,FILL,6.714933333,,13,94,114,WH,0.59,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,40,1,exposure,UNGRAM,6.714933333,,14,94,126,WH,0.65,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,41,1,exposure,FILL,6.714933333,,14,94,111,WH,0.77,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,42,1,exposure,WH,6.714933333,,14,94,33,WH,0.7,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,43,1,exposure,FILL,6.714933333,,15,94,101,WH,0.65,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,44,1,exposure,UNGRAM,6.714933333,,15,94,116,WH,0.8,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,45,1,exposure,WH,6.714933333,,15,94,3,WH,0.82,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,46,2,test,WH,6.714933333,,101,94,4,WH,0.88,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,47,2,test,UNGRAM,6.714933333,,101,94,141,WH,0.89,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,48,2,test,FILL,6.714933333,,101,94,132,WH,0.73,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,49,2,test,UNGRAM,6.714933333,,102,94,144,WH,0.77,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,50,2,test,FILL,6.714933333,,102,94,135,WH,0.82,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,51,2,test,WH,6.714933333,,102,94,13,WH,0.94,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,52,2,test,FILL,6.714933333,,103,94,133,WH,0.68,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,53,2,test,WH,6.714933333,,103,94,7,WH,0.86,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,54,2,test,UNGRAM,6.714933333,,103,94,142,WH,0.79,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,55,2,test,UNGRAM,6.714933333,,104,94,143,WH,0.87,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,56,2,test,WH,6.714933333,,104,94,10,WH,0.83,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,57,2,test,FILL,6.714933333,,104,94,134,WH,0.84,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,58,2,test,FILL,6.714933333,,105,94,136,WH,0.64,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,59,2,test,UNGRAM,6.714933333,,105,94,145,WH,0.71,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,60,2,test,WH,6.714933333,,105,94,16,WH,0.67,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,61,2,test,UNGRAM,6.714933333,,106,94,140,WH,0.61,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,62,2,test,WH,6.714933333,,106,94,1,WH,0.69,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,63,2,test,FILL,6.714933333,,106,94,131,WH,0.78,undefined,1,,Jessy
,,,,,,,,,,,,,,,,
,,0,practice,,practice_good,13.3643,0,practice,95,practice_good,,0.91,undefined,,,
,,,,,,,,,,,,,,,,
,,0,practice,,practice_bad,13.3643,0,practice,95,practice_bad,,0,undefined,,,
,,,,,,,,,,,,,,,,
match,Jessy,1,1,exposure,CNPC,13.3643,,1,95,4,CNPC,0.03,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,2,1,exposure,FILL,13.3643,,1,95,102,CNPC,0.9,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,3,1,exposure,UNGRAM,13.3643,,1,95,117,CNPC,0.03,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,4,1,exposure,UNGRAM,13.3643,,2,95,126,CNPC,0.01,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,5,1,exposure,FILL,13.3643,,2,95,111,CNPC,1,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,6,1,exposure,CNPC,13.3643,,2,95,31,CNPC,0.09,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,7,1,exposure,UNGRAM,13.3643,,3,95,116,CNPC,0.04,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
match,Gregory,8,1,exposure,FILL,13.3643,,3,95,101,CNPC,0.98,undefined,1,,Gregory
,,,,,,,,,,,,,,,,
match,Jessy,9,1,exposure,CNPC,13.3643,,3,95,1,CNPC,0.07,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,10,1,exposure,FILL,13.3643,,4,95,109,CNPC,0.97,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,11,1,exposure,UNGRAM,13.3643,,4,95,124,CNPC,0.04,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,12,1,exposure,CNPC,13.3643,,4,95,25,CNPC,0,undefined,1,,Jessy
,,,,,,,,,,,,,,,,
match,Iron-Head,13,1,exposure,UNGRAM,13.3643,,5,95,120,CNPC,0.06,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,14,1,exposure,CNPC,13.3643,,5,95,13,CNPC,0.01,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,15,1,exposure,FILL,13.3643,,5,95,105,CNPC,0.84,undefined,1,,Gregory
,,,,,,,,,,,,,,,,
match,Iron-Head,16,1,exposure,UNGRAM,13.3643,,6,95,130,CNPC,0.02,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,17,1,exposure,FILL,13.3643,,6,95,115,CNPC,1,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,18,1,exposure,CNPC,13.3643,,6,95,43,CNPC,0.02,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,19,1,exposure,UNGRAM,13.3643,,7,95,119,CNPC,0.06,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,20,1,exposure,CNPC,13.3643,,7,95,10,CNPC,0,undefined,1,,Jessy
,,,,,,,,,,,,,,,,
match,Gregory,21,1,exposure,FILL,13.3643,,7,95,104,CNPC,0.99,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,22,1,exposure,UNGRAM,13.3643,,8,95,122,CNPC,0.02,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,23,1,exposure,CNPC,13.3643,,8,95,19,CNPC,0.02,undefined,1,,Jessy
,,,,,,,,,,,,,,,,
match,Gregory,24,1,exposure,FILL,13.3643,,8,95,107,CNPC,0.81,undefined,1,,Gregory
,,,,,,,,,,,,,,,,
match,Gregory,25,1,exposure,FILL,13.3643,,9,95,112,CNPC,0.97,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,26,1,exposure,CNPC,13.3643,,9,95,34,CNPC,0.02,undefined,1,,Jessy
,,,,,,,,,,,,,,,,
match,Iron-Head,27,1,exposure,UNGRAM,13.3643,,9,95,127,CNPC,0.01,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,28,1,exposure,UNGRAM,13.3643,,10,95,129,CNPC,0.02,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
match,Gregory,29,1,exposure,FILL,13.3643,,10,95,114,CNPC,1,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,30,1,exposure,CNPC,13.3643,,10,95,40,CNPC,0,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,31,1,exposure,UNGRAM,13.3643,,11,95,118,CNPC,0.09,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,32,1,exposure,CNPC,13.3643,,11,95,7,CNPC,0.02,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,33,1,exposure,FILL,13.3643,,11,95,103,CNPC,0.97,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,34,1,exposure,CNPC,13.3643,,12,95,16,CNPC,0.02,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,35,1,exposure,UNGRAM,13.3643,,12,95,121,CNPC,0.03,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,36,1,exposure,FILL,13.3643,,12,95,106,CNPC,1,undefined,1,,Gregory
,,,,,,,,,,,,,,,,
match,Iron-Head,37,1,exposure,UNGRAM,13.3643,,13,95,125,CNPC,0.01,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,38,1,exposure,FILL,13.3643,,13,95,110,CNPC,0.97,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,39,1,exposure,CNPC,13.3643,,13,95,28,CNPC,0.95,undefined,1,,Jessy
,,,,,,,,,,,,,,,,
match,Gregory,40,1,exposure,FILL,13.3643,,14,95,113,CNPC,1,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,41,1,exposure,CNPC,13.3643,,14,95,37,CNPC,0.02,undefined,1,,Jessy
,,,,,,,,,,,,,,,,
match,Iron-Head,42,1,exposure,UNGRAM,13.3643,,14,95,128,CNPC,0,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,43,1,exposure,CNPC,13.3643,,15,95,22,CNPC,0.02,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,44,1,exposure,UNGRAM,13.3643,,15,95,123,CNPC,0.02,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,45,1,exposure,FILL,13.3643,,15,95,108,CNPC,0.98,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,46,2,test,UNGRAM,13.3643,,101,95,141,CNPC,0.01,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,47,2,test,FILL,13.3643,,101,95,132,CNPC,1,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,48,2,test,CNPC,13.3643,,101,95,5,CNPC,0.05,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,49,2,test,UNGRAM,13.3643,,102,95,142,CNPC,0.02,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
match,Jessy,50,2,test,CNPC,13.3643,,102,95,8,CNPC,0.03,undefined,1,,Jessy
,,,,,,,,,,,,,,,,
match,Gregory,51,2,test,FILL,13.3643,,102,95,133,CNPC,0.99,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,52,2,test,UNGRAM,13.3643,,103,95,145,CNPC,0.95,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,53,2,test,CNPC,13.3643,,103,95,17,CNPC,0.01,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,54,2,test,FILL,13.3643,,103,95,136,CNPC,0.98,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,55,2,test,UNGRAM,13.3643,,104,95,143,CNPC,0.04,undefined,1,,Iron-Head
,,,,,,,,,,,,,,,,
match,Jessy,56,2,test,CNPC,13.3643,,104,95,11,CNPC,0.05,undefined,1,,Jessy
,,,,,,,,,,,,,,,,
match,Gregory,57,2,test,FILL,13.3643,,104,95,134,CNPC,0.98,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,58,2,test,CNPC,13.3643,,105,95,14,CNPC,0.02,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,59,2,test,FILL,13.3643,,105,95,135,CNPC,0.97,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Iron-Head,60,2,test,UNGRAM,13.3643,,105,95,144,CNPC,0.01,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Jessy,61,2,test,CNPC,13.3643,,106,95,2,CNPC,0.01,undefined,0,,/
,,,,,,,,,,,,,,,,
match,Gregory,62,2,test,FILL,13.3643,,106,95,131,CNPC,0.97,undefined,1,,Gregory
,,,,,,,,,,,,,,,,
match,Iron-Head,63,2,test,UNGRAM,13.3643,,106,95,140,CNPC,0.01,undefined,0,,/
,,,,,,,,,,,,,,,,
,,0,practice,,practice_good,36.28703333,0,practice,96,practice_good,,1,undefined,,,
,,,,,,,,,,,,,,,,
,,0,practice,,practice_bad,36.28703333,1,practice,96,practice_bad,,0,undefined,,0.74,
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,1,1,exposure,UNGRAM,36.28703333,,1,96,126,CNPC,0.02,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Emily,2,1,exposure,CNPC,36.28703333,,1,96,31,CNPC,0.92,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,3,1,exposure,FILL,36.28703333,,1,96,111,CNPC,0.61,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,4,1,exposure,FILL,36.28703333,,2,96,112,CNPC,0.6,undefined,1,,Gregory
,,,,,,,,,,,,,,,,
mismatch,Emily,5,1,exposure,CNPC,36.28703333,,2,96,34,CNPC,0.97,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,6,1,exposure,UNGRAM,36.28703333,,2,96,127,CNPC,0.09,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Emily,7,1,exposure,CNPC,36.28703333,,3,96,4,CNPC,0.95,undefined,1,,Jessy
,,,,,,,,,,,,,,,,
mismatch,Gregory,8,1,exposure,FILL,36.28703333,,3,96,102,CNPC,0.89,undefined,1,,Gregory
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,9,1,exposure,UNGRAM,36.28703333,,3,96,117,CNPC,0.01,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Iron-Head,10,1,exposure,UNGRAM,36.28703333,,4,96,129,CNPC,0.03,undefined,0,,/
,,,,,,,,,,,,,,,,
mismatch,Gregory,11,1,exposure,FILL,36.28703333,,4,96,114,CNPC,0.99,undefined,0,,/
,,,,,,,,,,,,,,,,
